,weight,height,label,predict
1703,0.66,0.99,thin,thin
1704,0.63,0.92,normal,normal
1705,0.76,0.775,fat,fat
1706,0.45,0.92,thin,thin
1707,0.59,0.67,fat,fat
1708,0.76,0.985,normal,normal
1709,0.43,0.63,fat,fat
1710,0.48,0.675,fat,fat
1711,0.45,0.965,thin,thin
1712,0.76,0.65,fat,fat
1713,0.36,0.685,normal,normal
1714,0.49,0.85,thin,thin
1715,0.43,0.75,normal,normal
1716,0.58,0.91,thin,thin
1717,0.56,0.8,normal,normal
1718,0.75,0.86,fat,fat
1719,0.71,0.805,fat,fat
1720,0.62,0.66,fat,fat
1721,0.42,0.97,thin,thin
1722,0.45,0.865,thin,thin
1723,0.58,0.835,normal,normal
1724,0.39,0.925,thin,thin
1725,0.75,0.65,fat,fat
1726,0.45,0.84,thin,thin
1727,0.77,0.765,fat,fat
1728,0.51,0.975,thin,thin
1729,0.59,0.765,fat,fat
1730,0.6,0.95,thin,thin
1731,0.64,0.66,fat,fat
1732,0.45,0.725,normal,normal
1733,0.61,0.78,fat,normal
1734,0.61,0.85,normal,normal
1735,0.61,0.635,fat,fat
1736,0.38,0.845,thin,thin
1737,0.8,0.915,normal,normal
1738,0.51,0.62,fat,fat
1739,0.54,0.87,thin,thin
1740,0.76,0.66,fat,fat
1741,0.38,0.615,fat,fat
1742,0.75,0.715,fat,fat
1743,0.46,0.98,thin,thin
1744,0.78,0.78,fat,fat
1745,0.41,0.645,normal,normal
1746,0.41,0.875,thin,thin
1747,0.51,0.635,fat,fat
1748,0.79,1.0,normal,normal
1749,0.35,0.855,thin,thin
1750,0.51,0.735,normal,normal
1751,0.79,0.75,fat,fat
1752,0.62,0.835,normal,normal
1753,0.62,0.69,fat,fat
1754,0.69,0.625,fat,fat
1755,0.62,0.885,normal,normal
1756,0.75,0.645,fat,fat
1757,0.53,0.99,thin,thin
1758,0.75,0.735,fat,fat
1759,0.4,0.675,normal,normal
1760,0.72,0.62,fat,fat
1761,0.55,0.665,fat,fat
1762,0.36,0.92,thin,thin
1763,0.6,0.84,normal,normal
1764,0.45,0.71,normal,normal
1765,0.57,0.71,fat,fat
1766,0.63,0.725,fat,fat
1767,0.79,0.85,fat,fat
1768,0.5,0.69,fat,fat
1769,0.78,0.91,normal,normal
1770,0.57,0.695,fat,fat
1771,0.61,0.77,fat,fat
1772,0.58,0.935,thin,thin
1773,0.59,0.785,normal,normal
1774,0.58,1.0,thin,thin
1775,0.8,0.745,fat,fat
1776,0.65,0.755,fat,fat
1777,0.4,0.985,thin,thin
1778,0.39,0.805,thin,thin
1779,0.67,0.895,normal,normal
1780,0.47,0.765,normal,normal
1781,0.45,0.88,thin,thin
1782,0.68,0.71,fat,fat
1783,0.74,0.985,normal,normal
1784,0.35,0.705,thin,thin
1785,0.35,0.955,thin,thin
1786,0.38,0.715,normal,normal
1787,0.63,0.93,thin,thin
1788,0.43,0.86,thin,thin
1789,0.57,0.875,normal,normal
1790,0.37,0.94,thin,thin
1791,0.57,0.95,thin,thin
1792,0.65,0.75,fat,fat
1793,0.39,0.985,thin,thin
1794,0.69,0.905,normal,normal
1795,0.41,0.685,normal,normal
1796,0.75,0.99,normal,normal
1797,0.65,0.99,thin,thin
1798,0.76,0.755,fat,fat
1799,0.51,0.85,thin,thin
1800,0.71,0.765,fat,fat
1801,0.37,0.775,thin,thin
1802,0.38,0.955,thin,thin
1803,0.76,0.825,fat,fat
1804,0.51,0.705,fat,fat
1805,0.62,0.835,normal,normal
1806,0.41,0.835,thin,thin
1807,0.5,0.785,normal,normal
1808,0.43,0.835,thin,thin
1809,0.46,0.95,thin,thin
1810,0.61,0.62,fat,fat
1811,0.72,0.65,fat,fat
1812,0.73,0.86,normal,normal
1813,0.53,0.685,fat,fat
1814,0.6,0.665,fat,fat
1815,0.76,0.955,normal,normal
1816,0.39,0.96,thin,thin
1817,0.65,0.83,normal,normal
1818,0.42,0.98,thin,thin
1819,0.36,0.73,thin,thin
1820,0.4,0.62,fat,fat
1821,0.75,0.83,fat,fat
1822,0.51,0.64,fat,fat
1823,0.73,0.935,normal,normal
1824,0.67,0.91,normal,normal
1825,0.8,0.755,fat,fat
1826,0.58,0.91,thin,thin
1827,0.44,0.825,thin,thin
1828,0.55,0.925,thin,thin
1829,0.75,0.665,fat,fat
1830,0.55,0.725,fat,fat
1831,0.63,0.905,normal,normal
1832,0.64,0.61,fat,fat
1833,0.61,0.97,thin,thin
1834,0.67,0.72,fat,fat
1835,0.4,0.66,normal,normal
1836,0.74,0.99,normal,normal
1837,0.77,0.79,fat,fat
1838,0.72,0.835,fat,fat
1839,0.58,0.735,fat,fat
1840,0.65,0.93,normal,normal
1841,0.38,1.0,thin,thin
1842,0.54,0.63,fat,fat
1843,0.38,0.945,thin,thin
1844,0.65,0.805,fat,normal
1845,0.7,0.9,normal,normal
1846,0.62,0.635,fat,fat
1847,0.57,1.0,thin,thin
1848,0.62,0.68,fat,fat
1849,0.66,0.915,normal,normal
1850,0.54,0.99,thin,thin
1851,0.77,0.89,normal,normal
1852,0.7,0.665,fat,fat
1853,0.69,0.64,fat,fat
1854,0.71,0.97,normal,normal
1855,0.44,0.7,normal,normal
1856,0.57,0.825,normal,normal
1857,0.51,0.925,thin,thin
1858,0.71,0.69,fat,fat
1859,0.58,0.885,normal,thin
1860,0.73,0.885,normal,normal
1861,0.44,0.645,fat,fat
1862,0.58,0.875,normal,normal
1863,0.66,0.76,fat,fat
1864,0.76,0.825,fat,fat
1865,0.74,0.85,fat,fat
1866,0.54,0.99,thin,thin
1867,0.53,0.97,thin,thin
1868,0.62,0.95,thin,thin
1869,0.71,0.68,fat,fat
1870,0.71,0.66,fat,fat
1871,0.67,0.68,fat,fat
1872,0.73,0.93,normal,normal
1873,0.52,0.69,fat,fat
1874,0.65,0.655,fat,fat
1875,0.52,0.785,normal,normal
1876,0.49,0.865,thin,thin
1877,0.51,0.915,thin,thin
1878,0.72,0.63,fat,fat
1879,0.68,0.95,normal,normal
1880,0.56,0.825,normal,normal
1881,0.48,0.665,fat,fat
1882,0.35,0.64,normal,normal
1883,0.41,0.99,thin,thin
1884,0.55,0.78,normal,normal
1885,0.58,0.965,thin,thin
1886,0.69,0.895,normal,normal
1887,0.72,0.99,thin,normal
1888,0.73,0.62,fat,fat
1889,0.51,0.7,fat,fat
1890,0.41,0.745,thin,normal
1891,0.4,0.99,thin,thin
1892,0.59,0.665,fat,fat
1893,0.46,0.645,fat,fat
1894,0.74,0.91,normal,normal
1895,0.55,0.73,fat,fat
1896,0.48,0.6,fat,fat
1897,0.73,0.835,fat,fat
1898,0.4,0.805,thin,thin
1899,0.7,0.855,normal,normal
1900,0.8,0.715,fat,fat
1901,0.4,0.865,thin,thin
1902,0.65,0.855,normal,normal
1903,0.49,0.845,thin,thin
1904,0.76,0.98,normal,normal
1905,0.51,0.915,thin,thin
1906,0.78,0.715,fat,fat
1907,0.66,0.95,thin,thin
1908,0.4,0.64,normal,normal
1909,0.55,0.98,thin,thin
1910,0.41,0.735,normal,normal
1911,0.65,0.635,fat,fat
1912,0.69,0.98,thin,thin
1913,0.67,0.925,normal,normal
1914,0.6,0.625,fat,fat
1915,0.55,0.895,thin,thin
1916,0.4,0.72,normal,normal
1917,0.74,0.945,normal,normal
1918,0.62,0.665,fat,fat
1919,0.55,0.98,thin,thin
1920,0.52,0.98,thin,thin
1921,0.4,0.855,thin,thin
1922,0.69,0.67,fat,fat
1923,0.59,0.805,normal,normal
1924,0.39,0.6,fat,fat
1925,0.51,0.85,thin,thin
1926,0.41,0.66,normal,normal
1927,0.63,0.915,normal,normal
1928,0.69,0.835,normal,normal
1929,0.36,0.705,thin,normal
1930,0.43,0.94,thin,thin
1931,0.8,0.845,fat,fat
1932,0.55,0.935,thin,thin
1933,0.46,0.825,thin,thin
1934,0.73,0.925,normal,normal
1935,0.52,0.605,fat,fat
1936,0.59,0.91,thin,thin
1937,0.42,0.735,normal,normal
1938,0.41,0.67,normal,normal
1939,0.38,0.915,thin,thin
1940,0.46,0.73,normal,normal
1941,0.69,0.83,fat,normal
1942,0.57,0.935,thin,thin
1943,0.48,0.98,thin,thin
1944,0.37,0.82,thin,thin
1945,0.51,0.98,thin,thin
1946,0.42,0.665,normal,normal
1947,0.57,0.945,thin,thin
1948,0.43,0.91,thin,thin
1949,0.44,0.61,fat,fat
1950,0.43,0.915,thin,thin
1951,0.42,0.78,thin,thin
1952,0.41,0.91,thin,thin
1953,0.57,0.625,fat,fat
1954,0.48,0.685,fat,fat
1955,0.65,0.86,normal,normal
1956,0.77,0.81,fat,fat
1957,0.36,0.805,thin,thin
1958,0.69,0.765,fat,fat
1959,0.43,0.63,fat,fat
1960,0.63,0.97,thin,thin
1961,0.72,0.645,fat,fat
1962,0.45,0.865,thin,thin
1963,0.64,0.625,fat,fat
1964,0.53,0.93,thin,thin
1965,0.61,1.0,thin,thin
1966,0.61,0.935,thin,thin
1967,0.59,0.645,fat,fat
1968,0.72,0.885,normal,normal
1969,0.43,0.6,fat,fat
1970,0.41,0.945,thin,thin
1971,0.44,0.7,normal,normal
1972,0.59,0.605,fat,fat
1973,0.44,0.75,normal,normal
1974,0.56,0.645,fat,fat
1975,0.68,0.76,fat,fat
1976,0.39,0.755,thin,thin
1977,0.64,0.695,fat,fat
1978,0.69,0.635,fat,fat
1979,0.54,0.72,fat,fat
1980,0.55,0.66,fat,fat
1981,0.77,0.935,normal,normal
1982,0.65,0.82,normal,normal
1983,0.64,0.605,fat,fat
1984,0.72,0.78,fat,fat
1985,0.39,0.655,normal,normal
1986,0.43,0.845,thin,thin
1987,0.53,0.79,normal,normal
1988,0.49,0.755,normal,normal
1989,0.56,0.96,thin,thin
1990,0.69,0.87,normal,normal
1991,0.56,0.77,normal,normal
1992,0.79,0.89,normal,normal
1993,0.37,0.86,thin,thin
1994,0.49,0.73,normal,normal
1995,0.79,0.78,fat,fat
1996,0.71,0.905,normal,normal
1997,0.63,0.85,normal,normal
1998,0.76,0.995,normal,normal
1999,0.47,0.755,normal,normal
2000,0.46,0.615,fat,fat
2001,0.68,0.815,fat,fat
2002,0.51,0.925,thin,thin
2003,0.61,0.955,thin,thin
2004,0.54,0.97,thin,thin
2005,0.53,0.745,normal,normal
2006,0.66,0.995,thin,thin
2007,0.79,0.86,fat,fat
2008,0.36,0.835,thin,thin
2009,0.44,0.84,thin,thin
2010,0.37,0.985,thin,thin
2011,0.46,0.795,thin,thin
2012,0.36,0.82,thin,thin
2013,0.64,0.91,normal,normal
2014,0.35,0.99,thin,thin
2015,0.67,0.71,fat,fat
2016,0.51,0.755,normal,normal
2017,0.35,0.78,thin,thin
2018,0.48,0.82,thin,thin
2019,0.48,0.695,normal,normal
2020,0.65,0.72,fat,fat
2021,0.38,0.635,normal,normal
2022,0.47,0.6,fat,fat
2023,0.35,0.665,normal,normal
2024,0.71,1.0,thin,thin
2025,0.52,0.81,normal,normal
2026,0.54,0.91,thin,thin
2027,0.64,0.725,fat,fat
2028,0.76,0.66,fat,fat
2029,0.55,0.86,normal,thin
2030,0.49,0.915,thin,thin
2031,0.4,0.895,thin,thin
2032,0.41,0.745,thin,normal
2033,0.72,0.605,fat,fat
2034,0.46,0.745,normal,normal
2035,0.41,0.94,thin,thin
2036,0.39,0.76,thin,thin
2037,0.56,0.88,thin,thin
2038,0.61,0.955,thin,thin
2039,0.53,0.91,thin,thin
2040,0.49,0.815,thin,thin
2041,0.58,0.79,normal,normal
2042,0.44,0.73,normal,normal
2043,0.53,0.945,thin,thin
2044,0.49,1.0,thin,thin
2045,0.75,0.915,normal,normal
2046,0.68,0.7,fat,fat
2047,0.79,0.915,normal,normal
2048,0.35,0.62,normal,normal
2049,0.55,0.735,fat,fat
2050,0.62,0.885,normal,normal
2051,0.41,0.68,normal,normal
2052,0.66,0.88,normal,normal
2053,0.58,0.82,normal,normal
2054,0.68,0.95,normal,normal
2055,0.58,0.93,thin,thin
2056,0.67,0.675,fat,fat
2057,0.64,0.895,normal,normal
2058,0.36,0.735,thin,thin
2059,0.48,0.645,fat,fat
2060,0.78,0.76,fat,fat
2061,0.38,0.965,thin,thin
2062,0.43,0.945,thin,thin
2063,0.48,0.66,fat,fat
2064,0.51,0.795,normal,normal
2065,0.67,0.98,thin,thin
2066,0.64,0.69,fat,fat
2067,0.75,0.605,fat,fat
2068,0.71,0.63,fat,fat
2069,0.66,0.615,fat,fat
2070,0.39,0.925,thin,thin
2071,0.62,0.855,normal,normal
2072,0.62,0.63,fat,fat
2073,0.69,0.8,fat,fat
2074,0.37,0.615,normal,normal
2075,0.72,0.95,normal,normal
2076,0.62,0.645,fat,fat
2077,0.37,0.86,thin,thin
2078,0.44,0.715,normal,normal
2079,0.39,0.935,thin,thin
2080,0.64,0.78,fat,fat
2081,0.38,0.98,thin,thin
2082,0.46,0.84,thin,thin
2083,0.61,0.68,fat,fat
2084,0.46,0.855,thin,thin
2085,0.7,0.65,fat,fat
2086,0.72,0.81,fat,fat
2087,0.66,0.91,normal,normal
2088,0.59,0.89,normal,normal
2089,0.35,0.675,normal,normal
2090,0.66,0.785,fat,fat
2091,0.79,1.0,normal,normal
2092,0.78,0.89,normal,normal
2093,0.48,0.95,thin,thin
2094,0.57,0.735,fat,fat
2095,0.5,0.65,fat,fat
2096,0.46,0.83,thin,thin
2097,0.75,0.745,fat,fat
2098,0.75,0.89,normal,normal
2099,0.37,0.61,normal,fat
2100,0.78,0.74,fat,fat
2101,0.35,0.85,thin,thin
2102,0.64,0.83,normal,normal
2103,0.45,0.97,thin,thin
2104,0.6,0.7,fat,fat
2105,0.49,0.895,thin,thin
2106,0.6,0.885,normal,normal
2107,0.58,0.775,normal,normal
2108,0.53,0.66,fat,fat
2109,0.6,0.615,fat,fat
2110,0.76,0.71,fat,fat
2111,0.51,0.775,normal,normal
2112,0.78,0.705,fat,fat
2113,0.79,0.795,fat,fat
2114,0.62,0.705,fat,fat
2115,0.37,0.765,thin,thin
2116,0.38,0.86,thin,thin
2117,0.51,0.975,thin,thin
2118,0.65,0.78,fat,fat
2119,0.64,0.61,fat,fat
2120,0.59,0.605,fat,fat
2121,0.78,0.68,fat,fat
2122,0.37,0.925,thin,thin
2123,0.56,0.76,normal,normal
2124,0.41,0.63,fat,fat
2125,0.4,0.61,fat,fat
2126,0.46,0.68,normal,normal
2127,0.61,0.92,thin,thin
2128,0.44,0.88,thin,thin
2129,0.72,0.975,normal,normal
2130,0.45,0.75,normal,normal
2131,0.44,0.765,normal,normal
2132,0.69,0.815,fat,fat
2133,0.68,0.605,fat,fat
2134,0.73,0.995,thin,normal
2135,0.77,0.71,fat,fat
2136,0.63,0.975,thin,thin
2137,0.78,0.71,fat,fat
2138,0.47,0.67,fat,fat
2139,0.4,0.91,thin,thin
2140,0.78,0.63,fat,fat
2141,0.51,0.87,thin,thin
2142,0.36,0.85,thin,thin
2143,0.44,0.865,thin,thin
2144,0.64,0.845,normal,normal
2145,0.43,0.675,normal,normal
2146,0.61,0.76,fat,fat
2147,0.63,0.77,fat,fat
2148,0.54,0.63,fat,fat
2149,0.7,0.73,fat,fat
2150,0.79,0.945,normal,normal
2151,0.58,0.945,thin,thin
2152,0.73,0.67,fat,fat
2153,0.37,0.695,normal,normal
2154,0.47,0.73,normal,normal
2155,0.52,0.925,thin,thin
2156,0.41,0.745,thin,normal
2157,0.39,0.91,thin,thin
2158,0.43,0.645,fat,fat
2159,0.42,0.94,thin,thin
2160,0.76,0.65,fat,fat
2161,0.8,0.625,fat,fat
2162,0.58,0.655,fat,fat
2163,0.42,0.63,fat,fat
2164,0.54,0.745,normal,normal
2165,0.57,0.935,thin,thin
2166,0.61,0.905,normal,normal
2167,0.41,0.705,normal,normal
2168,0.63,0.86,normal,normal
2169,0.62,0.89,normal,normal
2170,0.38,0.84,thin,thin
2171,0.44,0.64,fat,fat
2172,0.42,0.775,thin,thin
2173,0.47,0.615,fat,fat
2174,0.59,0.72,fat,fat
2175,0.71,0.795,fat,fat
2176,0.44,0.78,thin,thin
2177,0.45,0.955,thin,thin
2178,0.38,0.945,thin,thin
2179,0.74,0.685,fat,fat
2180,0.56,0.715,fat,fat
2181,0.66,0.77,fat,fat
2182,0.35,0.82,thin,thin
2183,0.41,0.75,thin,thin
2184,0.77,0.69,fat,fat
2185,0.78,0.865,fat,fat
2186,0.6,0.63,fat,fat
2187,0.54,0.85,normal,normal
2188,0.61,0.75,fat,fat
2189,0.66,0.82,normal,normal
2190,0.53,0.97,thin,thin
2191,0.78,0.965,normal,normal
2192,0.73,0.755,fat,fat
2193,0.61,0.855,normal,normal
2194,0.74,0.635,fat,fat
2195,0.4,0.82,thin,thin
2196,0.61,0.705,fat,fat
2197,0.75,0.645,fat,fat
2198,0.48,0.62,fat,fat
2199,0.45,0.97,thin,thin
2200,0.79,0.635,fat,fat
2201,0.35,0.605,normal,normal
2202,0.78,0.92,normal,normal
2203,0.44,0.605,fat,fat
2204,0.69,0.86,normal,normal
2205,0.78,0.705,fat,fat
2206,0.53,0.635,fat,fat
2207,0.77,0.62,fat,fat
2208,0.38,0.98,thin,thin
2209,0.58,0.655,fat,fat
2210,0.5,0.645,fat,fat
2211,0.76,0.85,fat,fat
2212,0.38,0.61,fat,fat
2213,0.66,0.71,fat,fat
2214,0.72,0.73,fat,fat
2215,0.37,0.64,normal,normal
2216,0.63,0.99,thin,thin
2217,0.48,0.62,fat,fat
2218,0.38,0.985,thin,thin
2219,0.37,0.75,thin,thin
2220,0.54,0.735,normal,normal
2221,0.49,0.935,thin,thin
2222,0.65,0.705,fat,fat
2223,0.37,0.99,thin,thin
2224,0.53,0.845,normal,thin
2225,0.62,0.755,fat,fat
2226,0.37,0.83,thin,thin
2227,0.65,0.695,fat,fat
2228,0.42,0.765,thin,thin
2229,0.41,0.695,normal,normal
2230,0.67,0.89,normal,normal
2231,0.68,0.955,normal,normal
2232,0.65,0.925,normal,normal
2233,0.49,0.615,fat,fat
2234,0.44,0.635,fat,fat
2235,0.68,0.755,fat,fat
2236,0.49,0.905,thin,thin
2237,0.78,0.705,fat,fat
2238,0.37,0.78,thin,thin
2239,0.38,0.78,thin,thin
2240,0.77,0.81,fat,fat
2241,0.69,0.965,normal,normal
2242,0.64,0.655,fat,fat
2243,0.6,0.735,fat,fat
2244,0.5,0.73,normal,normal
2245,0.36,0.9,thin,thin
2246,0.68,0.635,fat,fat
2247,0.74,0.855,fat,fat
2248,0.77,0.71,fat,fat
2249,0.38,0.64,normal,normal
2250,0.71,0.78,fat,fat
2251,0.54,0.815,normal,normal
2252,0.62,0.865,normal,normal
2253,0.68,0.75,fat,fat
2254,0.63,0.745,fat,fat
2255,0.55,0.765,normal,normal
2256,0.35,0.655,normal,normal
2257,0.35,0.755,thin,thin
2258,0.64,0.915,normal,normal
2259,0.62,0.79,normal,normal
2260,0.78,0.875,fat,fat
2261,0.77,0.745,fat,fat
2262,0.65,0.785,fat,fat
2263,0.61,0.905,normal,normal
2264,0.64,0.88,normal,normal
2265,0.37,0.635,normal,normal
2266,0.48,0.655,fat,fat
2267,0.8,0.93,normal,normal
2268,0.63,0.62,fat,fat
2269,0.71,0.93,normal,normal
2270,0.7,0.88,normal,normal
2271,0.63,0.685,fat,fat
2272,0.44,0.865,thin,thin
2273,0.6,0.735,fat,fat
2274,0.46,0.64,fat,fat
2275,0.38,0.705,normal,normal
2276,0.65,0.625,fat,fat
2277,0.56,0.9,thin,thin
2278,0.7,0.985,thin,thin
2279,0.43,0.865,thin,thin
2280,0.71,0.625,fat,fat
2281,0.4,0.905,thin,thin
2282,0.68,0.9,normal,normal
2283,0.37,0.69,normal,normal
2284,0.8,0.94,normal,normal
2285,0.45,0.92,thin,thin
2286,0.63,0.765,fat,fat
2287,0.49,0.97,thin,thin
2288,0.38,0.97,thin,thin
2289,0.69,0.6,fat,fat
2290,0.37,0.965,thin,thin
2291,0.59,0.825,normal,normal
2292,0.44,0.945,thin,thin
2293,0.6,0.945,thin,thin
2294,0.72,0.96,normal,normal
2295,0.56,0.72,fat,fat
2296,0.48,1.0,thin,thin
2297,0.69,0.885,normal,normal
2298,0.61,0.905,normal,normal
2299,0.74,0.865,normal,normal
2300,0.69,0.89,normal,normal
2301,0.44,0.74,normal,normal
2302,0.52,0.745,normal,normal
2303,0.57,0.66,fat,fat
2304,0.67,0.77,fat,fat
2305,0.63,0.63,fat,fat
2306,0.35,0.87,thin,thin
2307,0.74,0.865,normal,normal
2308,0.5,0.865,thin,thin
2309,0.79,0.705,fat,fat
2310,0.46,0.855,thin,thin
2311,0.48,0.895,thin,thin
2312,0.41,0.89,thin,thin
2313,0.4,0.905,thin,thin
2314,0.39,0.61,fat,fat
2315,0.76,1.0,normal,normal
2316,0.72,0.845,fat,fat
2317,0.48,0.785,normal,normal
2318,0.54,0.765,normal,normal
2319,0.78,0.685,fat,fat
2320,0.42,0.97,thin,thin
2321,0.78,0.62,fat,fat
2322,0.71,0.755,fat,fat
2323,0.66,0.865,normal,normal
2324,0.58,0.735,fat,fat
2325,0.39,0.86,thin,thin
2326,0.5,0.68,fat,fat
2327,0.72,0.92,normal,normal
2328,0.69,0.755,fat,fat
2329,0.8,0.63,fat,fat
2330,0.54,0.67,fat,fat
2331,0.58,0.94,thin,thin
2332,0.37,0.835,thin,thin
2333,0.76,0.835,fat,fat
2334,0.64,0.965,thin,thin
2335,0.53,0.605,fat,fat
2336,0.37,0.61,normal,fat
2337,0.75,0.98,normal,normal
2338,0.6,0.865,normal,normal
2339,0.57,0.625,fat,fat
2340,0.79,0.855,fat,fat
2341,0.69,0.745,fat,fat
2342,0.67,0.86,normal,normal
2343,0.41,0.76,thin,thin
2344,0.52,0.76,normal,normal
2345,0.55,0.845,normal,normal
2346,0.5,0.965,thin,thin
2347,0.4,0.765,thin,thin
2348,0.74,0.835,fat,fat
2349,0.53,0.62,fat,fat
2350,0.47,0.92,thin,thin
2351,0.72,0.705,fat,fat
2352,0.48,0.86,thin,thin
2353,0.71,0.86,normal,normal
2354,0.64,0.885,normal,normal
2355,0.39,0.895,thin,thin
2356,0.58,0.745,fat,fat
2357,0.59,0.625,fat,fat
2358,0.52,0.655,fat,fat
2359,0.44,0.9,thin,thin
2360,0.49,0.835,thin,thin
2361,0.51,0.8,normal,normal
2362,0.42,0.925,thin,thin
2363,0.45,0.79,thin,thin
2364,0.65,0.655,fat,fat
2365,0.36,0.9,thin,thin
2366,0.62,0.925,thin,thin
2367,0.65,0.68,fat,fat
2368,0.54,0.94,thin,thin
2369,0.5,0.925,thin,thin
2370,0.79,0.97,normal,normal
2371,0.75,0.86,fat,fat
2372,0.39,0.755,thin,thin
2373,0.77,0.84,fat,fat
2374,0.48,0.925,thin,thin
2375,0.5,0.715,normal,normal
2376,0.69,0.605,fat,fat
2377,0.44,0.785,thin,thin
2378,0.46,0.61,fat,fat
2379,0.7,0.79,fat,fat
2380,0.7,0.98,thin,normal
2381,0.52,0.79,normal,normal
2382,0.4,0.7,normal,normal
2383,0.48,0.65,fat,fat
2384,0.48,0.925,thin,thin
2385,0.44,0.885,thin,thin
2386,0.59,0.63,fat,fat
2387,0.42,0.78,thin,thin
2388,0.69,0.61,fat,fat
2389,0.8,0.845,fat,fat
2390,0.62,1.0,thin,thin
2391,0.64,0.745,fat,fat
2392,0.52,0.64,fat,fat
2393,0.4,0.88,thin,thin
2394,0.43,0.6,fat,fat
2395,0.62,0.725,fat,fat
2396,0.56,0.835,normal,normal
2397,0.56,0.86,normal,normal
2398,0.54,0.94,thin,thin
2399,0.4,0.99,thin,thin
2400,0.61,0.755,fat,fat
2401,0.45,0.64,fat,fat
2402,0.63,0.77,fat,fat
2403,0.45,0.9,thin,thin
2404,0.66,0.61,fat,fat
2405,0.58,0.85,normal,normal
2406,0.6,0.65,fat,fat
2407,0.35,0.845,thin,thin
2408,0.38,0.705,normal,normal
2409,0.41,0.955,thin,thin
2410,0.54,0.93,thin,thin
2411,0.68,0.715,fat,fat
2412,0.62,0.625,fat,fat
2413,0.53,0.985,thin,thin
2414,0.62,0.69,fat,fat
2415,0.39,0.835,thin,thin
2416,0.74,0.995,normal,normal
2417,0.64,0.765,fat,fat
2418,0.71,0.78,fat,fat
2419,0.78,0.63,fat,fat
2420,0.39,0.65,normal,normal
2421,0.69,0.985,thin,thin
2422,0.39,0.86,thin,thin
2423,0.58,0.765,normal,normal
2424,0.75,0.78,fat,fat
2425,0.37,0.665,normal,normal
2426,0.58,0.745,fat,fat
2427,0.66,0.615,fat,fat
2428,0.58,0.925,thin,thin
2429,0.52,0.695,fat,fat
2430,0.66,0.725,fat,fat
2431,0.61,0.7,fat,fat
2432,0.77,0.875,fat,fat
2433,0.8,0.985,normal,normal
2434,0.44,0.98,thin,thin
2435,0.52,0.885,thin,thin
2436,0.78,0.675,fat,fat
2437,0.38,0.995,thin,thin
2438,0.36,0.77,thin,thin
2439,0.68,0.91,normal,normal
2440,0.56,0.895,thin,thin
2441,0.62,0.83,normal,normal
2442,0.42,0.895,thin,thin
2443,0.66,0.96,thin,thin
2444,0.57,0.655,fat,fat
2445,0.69,0.805,fat,fat
2446,0.46,0.77,normal,normal
2447,0.64,0.85,normal,normal
2448,0.69,0.63,fat,fat
2449,0.48,0.665,fat,fat
2450,0.65,0.615,fat,fat
2451,0.54,0.71,fat,fat
2452,0.47,0.915,thin,thin
2453,0.75,0.95,normal,normal
2454,0.69,0.905,normal,normal
2455,0.42,0.66,normal,normal
2456,0.4,0.71,normal,normal
2457,0.54,0.9,thin,thin
2458,0.54,0.67,fat,fat
2459,0.48,0.745,normal,normal
2460,0.75,0.845,fat,fat
2461,0.48,0.65,fat,fat
2462,0.39,0.765,thin,thin
2463,0.56,0.925,thin,thin
2464,0.4,0.715,normal,normal
2465,0.57,0.97,thin,thin
2466,0.39,0.825,thin,thin
2467,0.61,0.615,fat,fat
2468,0.79,0.895,normal,normal
2469,0.43,0.765,thin,thin
2470,0.48,0.84,thin,thin
2471,0.71,0.67,fat,fat
2472,0.54,0.95,thin,thin
2473,0.51,0.835,thin,thin
2474,0.58,0.925,thin,thin
2475,0.36,0.97,thin,thin
2476,0.54,0.845,normal,normal
2477,0.69,0.655,fat,fat
2478,0.62,0.625,fat,fat
2479,0.51,0.79,normal,normal
2480,0.74,0.73,fat,fat
2481,0.79,0.94,normal,normal
2482,0.59,0.615,fat,fat
2483,0.7,0.655,fat,fat
2484,0.74,0.82,fat,fat
2485,0.73,0.7,fat,fat
2486,0.74,0.75,fat,fat
2487,0.47,0.715,normal,normal
2488,0.62,0.72,fat,fat
2489,0.41,0.695,normal,normal
2490,0.57,0.67,fat,fat
2491,0.76,0.9,normal,normal
2492,0.79,0.99,normal,normal
2493,0.74,0.945,normal,normal
2494,0.63,0.71,fat,fat
2495,0.6,0.83,normal,normal
2496,0.43,0.725,normal,normal
2497,0.69,0.89,normal,normal
2498,0.79,0.76,fat,fat
2499,0.43,0.65,fat,fat
2500,0.42,0.81,thin,thin
2501,0.64,0.875,normal,normal
2502,0.49,0.76,normal,normal
2503,0.72,0.67,fat,fat
2504,0.57,0.995,thin,thin
2505,0.49,0.76,normal,normal
2506,0.73,0.83,fat,fat
2507,0.6,0.73,fat,fat
2508,0.56,0.735,fat,fat
2509,0.61,0.605,fat,fat
2510,0.72,0.835,fat,fat
2511,0.77,0.715,fat,fat
2512,0.75,0.865,fat,normal
2513,0.51,0.725,normal,normal
2514,0.53,0.68,fat,fat
2515,0.76,0.685,fat,fat
2516,0.58,0.75,fat,fat
2517,0.74,0.625,fat,fat
2518,0.56,0.715,fat,fat
2519,0.45,0.84,thin,thin
2520,0.67,0.625,fat,fat
2521,0.37,0.925,thin,thin
2522,0.69,0.66,fat,fat
2523,0.68,0.82,fat,fat
2524,0.42,0.65,normal,normal
